Origin;Destination;Number
Kazanskaya;Dagestanskaya;374
Kalugskaya;Dagestanskaya;61
Kievskaya;Dagestanskaya;341
Kovenskaya;Dagestanskaya;941
Kostromskaya;Dagestanskaya;31
Kurlandskaya;Dagestanskaya;25
Kurskaya;Dagestanskaya;214
Liflyandskaya;Dagestanskaya;27
Minskaya;Dagestanskaya;106
Mogilevskaya;Dagestanskaya;74
Moscowskaya;Dagestanskaya;100
Nizhegorodskaya;Dagestanskaya;291
Novgorodskaya;Dagestanskaya;41
Olonetskaya;Dagestanskaya;2
Orenburgskaya;Dagestanskaya;59
Orlovskaya;Dagestanskaya;124
Penzenskaya;Dagestanskaya;355
Permskaya;Dagestanskaya;181
Podolskaya;Dagestanskaya;86
Poltavskaya;Dagestanskaya;278
Pskovskaya;Dagestanskaya;9
Ryazanskaya;Dagestanskaya;220
Samaraskaya;Dagestanskaya;271
StPetersburgskaya;Dagestanskaya;90
Saratovskaya;Dagestanskaya;879
Simbirskaya;Dagestanskaya;341
Smolenskaya;Dagestanskaya;30
Tauridskaya;Dagestanskaya;70
Tambovskaya;Dagestanskaya;402
Tverskaya;Dagestanskaya;46
Tulskaya;Dagestanskaya;77
Ufimskaya;Dagestanskaya;285
Kharkovskaya;Dagestanskaya;1014
Khersonskaya;Dagestanskaya;215
Chernigovskaya;Dagestanskaya;94
Estonskaya;Dagestanskaya;6
Yaroslavskaya;Dagestanskaya;35
Warsawskaya;Dagestanskaya;295
Kaliszskaya;Dagestanskaya;452
Kieleckaya;Dagestanskaya;168
Lomzinskaya;Dagestanskaya;26
Lublinskaya;Dagestanskaya;68
Piotrkovskaya;Dagestanskaya;153
Plockaya;Dagestanskaya;41
Radomskaya;Dagestanskaya;70
Suwalkskaya;Dagestanskaya;60
Siedlcskaya;Dagestanskaya;194
Bakinskaya;Dagestanskaya;1024
Elisabethpolskaya;Dagestanskaya;579
Karsskaya;Dagestanskaya;35
Kubanskaya;Dagestanskaya;1392
Kutaisskaya;Dagestanskaya;126
Stavropolskaya;Dagestanskaya;606
Terskaya;Dagestanskaya;1820
Tiflisskaya;Dagestanskaya;692
Cernomorskaya;Dagestanskaya;31
Erevanskaya;Dagestanskaya;147
Amurskaya;Dagestanskaya;1
Eniseiskaya;Dagestanskaya;1
Zabaikalskaya;Dagestanskaya;2
Irkutskaya;Dagestanskaya;0
Primorskaya;Dagestanskaya;5
Sakhalin;Dagestanskaya;0
Tobolskaya;Dagestanskaya;66
Tomskaya;Dagestanskaya;11
Yakutskaya;Dagestanskaya;4
Akmolinskaya;Dagestanskaya;115
Zakaspiyskaya;Dagestanskaya;20
Samarkandskaya;Dagestanskaya;12
Semipalatinskaya;Dagestanskaya;1
Semirechenskaya;Dagestanskaya;1
SyrDaryinskaya;Dagestanskaya;2
Turgayskaya;Dagestanskaya;1
Uralskaya;Dagestanskaya;4
Ferganskaya;Dagestanskaya;6
Arkhangelskaya;Ekaterinoslavskaya;57
Astrakhanskaya;Ekaterinoslavskaya;65
Bessarabskaya;Ekaterinoslavskaya;1424
Vilenskaya;Ekaterinoslavskaya;2563
Vitebskaya;Ekaterinoslavskaya;2781
Vladimirskaya;Ekaterinoslavskaya;1008
Vologodskaya;Ekaterinoslavskaya;130
Volhynskaya;Ekaterinoslavskaya;1892
Voronezhskaya;Ekaterinoslavskaya;4537
Viatskaya;Ekaterinoslavskaya;258
Grodnenskaya;Ekaterinoslavskaya;2459
VojskaDonskogo;Ekaterinoslavskaya;12364
Kazanskaya;Ekaterinoslavskaya;279
Kalugskaya;Ekaterinoslavskaya;10449
Kievskaya;Ekaterinoslavskaya;14962
Kovenskaya;Ekaterinoslavskaya;2585
Kostromskaya;Ekaterinoslavskaya;257
Kurlandskaya;Ekaterinoslavskaya;1158
Kurskaya;Ekaterinoslavskaya;25868
Liflyandskaya;Ekaterinoslavskaya;811
Minskaya;Ekaterinoslavskaya;8120
Mogilevskaya;Ekaterinoslavskaya;12457
Moscowskaya;Ekaterinoslavskaya;1901
Nizhegorodskaya;Ekaterinoslavskaya;1635
Novgorodskaya;Ekaterinoslavskaya;294
Olonetskaya;Ekaterinoslavskaya;71
Orenburgskaya;Ekaterinoslavskaya;1263
Orlovskaya;Ekaterinoslavskaya;23415
Penzenskaya;Ekaterinoslavskaya;712
Permskaya;Ekaterinoslavskaya;332
Podolskaya;Ekaterinoslavskaya;1745
Poltavskaya;Ekaterinoslavskaya;46907
Pskovskaya;Ekaterinoslavskaya;181
Ryazanskaya;Ekaterinoslavskaya;4354
Samaraskaya;Ekaterinoslavskaya;774
StPetersburgskaya;Ekaterinoslavskaya;1357
Saratovskaya;Ekaterinoslavskaya;675
Simbirskaya;Ekaterinoslavskaya;400
Smolenskaya;Ekaterinoslavskaya;8222
Tauridskaya;Ekaterinoslavskaya;31685
Tambovskaya;Ekaterinoslavskaya;2775
Tverskaya;Ekaterinoslavskaya;700
Tulskaya;Ekaterinoslavskaya;8429
Ufimskaya;Ekaterinoslavskaya;135
Kharkovskaya;Ekaterinoslavskaya;33035
Khersonskaya;Ekaterinoslavskaya;13099
Chernigovskaya;Ekaterinoslavskaya;15992
Estonskaya;Ekaterinoslavskaya;115
Yaroslavskaya;Ekaterinoslavskaya;301
Warsawskaya;Ekaterinoslavskaya;2843
Kaliszskaya;Ekaterinoslavskaya;208
Kieleckaya;Ekaterinoslavskaya;137
Lomzinskaya;Ekaterinoslavskaya;292
Lublinskaya;Ekaterinoslavskaya;878
Piotrkovskaya;Ekaterinoslavskaya;392
Plockaya;Ekaterinoslavskaya;265
Radomskaya;Ekaterinoslavskaya;1735
Suwalkskaya;Ekaterinoslavskaya;364
Siedlcskaya;Ekaterinoslavskaya;379
Bakinskaya;Ekaterinoslavskaya;35
Dagestanskaya;Ekaterinoslavskaya;38
Elisabethpolskaya;Ekaterinoslavskaya;29
Karsskaya;Ekaterinoslavskaya;19
Kubanskaya;Ekaterinoslavskaya;1616
Kutaisskaya;Ekaterinoslavskaya;97
Stavropolskaya;Ekaterinoslavskaya;410
Terskaya;Ekaterinoslavskaya;471
Tiflisskaya;Ekaterinoslavskaya;187
Cernomorskaya;Ekaterinoslavskaya;68
Erevanskaya;Ekaterinoslavskaya;125
Amurskaya;Ekaterinoslavskaya;2
Eniseiskaya;Ekaterinoslavskaya;56
Zabaikalskaya;Ekaterinoslavskaya;4
Irkutskaya;Ekaterinoslavskaya;43
Primorskaya;Ekaterinoslavskaya;18
Sakhalin;Ekaterinoslavskaya;0
Tobolskaya;Ekaterinoslavskaya;104
Tomskaya;Ekaterinoslavskaya;51
Yakutskaya;Ekaterinoslavskaya;3
Akmolinskaya;Ekaterinoslavskaya;20
Zakaspiyskaya;Ekaterinoslavskaya;16
Samarkandskaya;Ekaterinoslavskaya;6
Semipalatinskaya;Ekaterinoslavskaya;4
Semirechenskaya;Ekaterinoslavskaya;11
SyrDaryinskaya;Ekaterinoslavskaya;14
Turgayskaya;Ekaterinoslavskaya;4
Uralskaya;Ekaterinoslavskaya;9
Ferganskaya;Ekaterinoslavskaya;16
Arkhangelskaya;Elisabethpolskaya;28
Astrakhanskaya;Elisabethpolskaya;61
Bessarabskaya;Elisabethpolskaya;146
Vilenskaya;Elisabethpolskaya;33
Vitebskaya;Elisabethpolskaya;48
Vladimirskaya;Elisabethpolskaya;34
Vologodskaya;Elisabethpolskaya;8
Volhynskaya;Elisabethpolskaya;50
Voronezhskaya;Elisabethpolskaya;396
Viatskaya;Elisabethpolskaya;99
Grodnenskaya;Elisabethpolskaya;72
VojskaDonskogo;Elisabethpolskaya;344
Ekaterinoslavskaya;Elisabethpolskaya;88
Kazanskaya;Elisabethpolskaya;123
Kalugskaya;Elisabethpolskaya;20
Kievskaya;Elisabethpolskaya;188
Kovenskaya;Elisabethpolskaya;291
Kostromskaya;Elisabethpolskaya;7
Kurlandskaya;Elisabethpolskaya;16
Kurskaya;Elisabethpolskaya;89
Liflyandskaya;Elisabethpolskaya;34
Minskaya;Elisabethpolskaya;37
Mogilevskaya;Elisabethpolskaya;89
Moscowskaya;Elisabethpolskaya;51
Nizhegorodskaya;Elisabethpolskaya;54
Novgorodskaya;Elisabethpolskaya;10
Olonetskaya;Elisabethpolskaya;7
Orenburgskaya;Elisabethpolskaya;61
Orlovskaya;Elisabethpolskaya;113
Penzenskaya;Elisabethpolskaya;195
Permskaya;Elisabethpolskaya;73
Podolskaya;Elisabethpolskaya;84
Poltavskaya;Elisabethpolskaya;122
Pskovskaya;Elisabethpolskaya;7
Ryazanskaya;Elisabethpolskaya;56
Samaraskaya;Elisabethpolskaya;358
StPetersburgskaya;Elisabethpolskaya;79
Saratovskaya;Elisabethpolskaya;424
Simbirskaya;Elisabethpolskaya;188
Smolenskaya;Elisabethpolskaya;27
Tauridskaya;Elisabethpolskaya;236
Tambovskaya;Elisabethpolskaya;263
Tverskaya;Elisabethpolskaya;37
Tulskaya;Elisabethpolskaya;44
Ufimskaya;Elisabethpolskaya;93
Kharkovskaya;Elisabethpolskaya;267
Khersonskaya;Elisabethpolskaya;88
Chernigovskaya;Elisabethpolskaya;68
Estonskaya;Elisabethpolskaya;6
Yaroslavskaya;Elisabethpolskaya;18
Warsawskaya;Elisabethpolskaya;41
Kaliszskaya;Elisabethpolskaya;47
Kieleckaya;Elisabethpolskaya;14
Lomzinskaya;Elisabethpolskaya;3
Lublinskaya;Elisabethpolskaya;117
Piotrkovskaya;Elisabethpolskaya;67
Plockaya;Elisabethpolskaya;9
Radomskaya;Elisabethpolskaya;14
Suwalkskaya;Elisabethpolskaya;63
Siedlcskaya;Elisabethpolskaya;162
Bakinskaya;Elisabethpolskaya;2421
Dagestanskaya;Elisabethpolskaya;8220
Karsskaya;Elisabethpolskaya;118
Kubanskaya;Elisabethpolskaya;1011
Kutaisskaya;Elisabethpolskaya;594
Stavropolskaya;Elisabethpolskaya;454
Terskaya;Elisabethpolskaya;955
Tiflisskaya;Elisabethpolskaya;2981
Cernomorskaya;Elisabethpolskaya;11
Erevanskaya;Elisabethpolskaya;2579
Amurskaya;Elisabethpolskaya;1
Eniseiskaya;Elisabethpolskaya;5
Zabaikalskaya;Elisabethpolskaya;2
Irkutskaya;Elisabethpolskaya;6
Primorskaya;Elisabethpolskaya;0
Sakhalin;Elisabethpolskaya;0
Tobolskaya;Elisabethpolskaya;10
Tomskaya;Elisabethpolskaya;6
Yakutskaya;Elisabethpolskaya;1
Akmolinskaya;Elisabethpolskaya;3
Zakaspiyskaya;Elisabethpolskaya;34
Samarkandskaya;Elisabethpolskaya;4
Semipalatinskaya;Elisabethpolskaya;0
Semirechenskaya;Elisabethpolskaya;0
SyrDaryinskaya;Elisabethpolskaya;4
Turgayskaya;Elisabethpolskaya;0
Uralskaya;Elisabethpolskaya;4
Ferganskaya;Elisabethpolskaya;1
Arkhangelskaya;Eniseiskaya;209
Astrakhanskaya;Eniseiskaya;332
Bessarabskaya;Eniseiskaya;610
Vilenskaya;Eniseiskaya;995
Vitebskaya;Eniseiskaya;1365
Vladimirskaya;Eniseiskaya;2786
Vologodskaya;Eniseiskaya;714
Volhynskaya;Eniseiskaya;1007
Voronezhskaya;Eniseiskaya;2295
Viatskaya;Eniseiskaya;11319
Grodnenskaya;Eniseiskaya;606
VojskaDonskogo;Eniseiskaya;1153
Ekaterinoslavskaya;Eniseiskaya;1230
Kazanskaya;Eniseiskaya;3500
Kalugskaya;Eniseiskaya;1131
Kievskaya;Eniseiskaya;2466
Kovenskaya;Eniseiskaya;1169
Kostromskaya;Eniseiskaya;1041
Kurlandskaya;Eniseiskaya;520
Kurskaya;Eniseiskaya;6784
Liflyandskaya;Eniseiskaya;1202
Minskaya;Eniseiskaya;744
Mogilevskaya;Eniseiskaya;769
Moscowskaya;Eniseiskaya;1720
Nizhegorodskaya;Eniseiskaya;3129
Novgorodskaya;Eniseiskaya;974
Olonetskaya;Eniseiskaya;135
Orenburgskaya;Eniseiskaya;1583
Orlovskaya;Eniseiskaya;4078
Penzenskaya;Eniseiskaya;4686
Permskaya;Eniseiskaya;9602
Podolskaya;Eniseiskaya;1711
Poltavskaya;Eniseiskaya;9007
Pskovskaya;Eniseiskaya;636
Ryazanskaya;Eniseiskaya;2872
Samaraskaya;Eniseiskaya;4493
StPetersburgskaya;Eniseiskaya;1330
Saratovskaya;Eniseiskaya;3384
Simbirskaya;Eniseiskaya;2312
Smolenskaya;Eniseiskaya;1705
Tauridskaya;Eniseiskaya;617
Tambovskaya;Eniseiskaya;9833
Tverskaya;Eniseiskaya;1081
Tulskaya;Eniseiskaya;1592
Ufimskaya;Eniseiskaya;1279
Kharkovskaya;Eniseiskaya;3013
Khersonskaya;Eniseiskaya;1952
Chernigovskaya;Eniseiskaya;5070
Estonskaya;Eniseiskaya;355
Yaroslavskaya;Eniseiskaya;884
Warsawskaya;Eniseiskaya;929
Kaliszskaya;Eniseiskaya;256
Kieleckaya;Eniseiskaya;227
Lomzinskaya;Eniseiskaya;322
Lublinskaya;Eniseiskaya;299
Piotrkovskaya;Eniseiskaya;328
Plockaya;Eniseiskaya;286
Radomskaya;Eniseiskaya;268
Suwalkskaya;Eniseiskaya;356
Siedlcskaya;Eniseiskaya;245
Bakinskaya;Eniseiskaya;41
Dagestanskaya;Eniseiskaya;236
Elisabethpolskaya;Eniseiskaya;13
Karsskaya;Eniseiskaya;8
Kubanskaya;Eniseiskaya;450
Kutaisskaya;Eniseiskaya;38
Stavropolskaya;Eniseiskaya;452
Terskaya;Eniseiskaya;379
Tiflisskaya;Eniseiskaya;126
Cernomorskaya;Eniseiskaya;54
Erevanskaya;Eniseiskaya;158
Amurskaya;Eniseiskaya;212
Zabaikalskaya;Eniseiskaya;338
Irkutskaya;Eniseiskaya;2191
Primorskaya;Eniseiskaya;299
Sakhalin;Eniseiskaya;0
Tobolskaya;Eniseiskaya;12207
Tomskaya;Eniseiskaya;7200
Yakutskaya;Eniseiskaya;398
Akmolinskaya;Eniseiskaya;739
Zakaspiyskaya;Eniseiskaya;20
Samarkandskaya;Eniseiskaya;23
Semipalatinskaya;Eniseiskaya;170
Semirechenskaya;Eniseiskaya;73
SyrDaryinskaya;Eniseiskaya;49
Turgayskaya;Eniseiskaya;14
Uralskaya;Eniseiskaya;38
Ferganskaya;Eniseiskaya;25
Arkhangelskaya;Erevanskaya;7
Astrakhanskaya;Erevanskaya;34
Bessarabskaya;Erevanskaya;89
Vilenskaya;Erevanskaya;96
Vitebskaya;Erevanskaya;44
Vladimirskaya;Erevanskaya;12
Vologodskaya;Erevanskaya;8
Volhynskaya;Erevanskaya;36
Voronezhskaya;Erevanskaya;1513
Viatskaya;Erevanskaya;50
Grodnenskaya;Erevanskaya;74
VojskaDonskogo;Erevanskaya;598
Ekaterinoslavskaya;Erevanskaya;251
Kazanskaya;Erevanskaya;77
Kalugskaya;Erevanskaya;51
Kievskaya;Erevanskaya;149
Kovenskaya;Erevanskaya;765
Kostromskaya;Erevanskaya;17
Kurlandskaya;Erevanskaya;116
Kurskaya;Erevanskaya;73
Liflyandskaya;Erevanskaya;72
Minskaya;Erevanskaya;63
Mogilevskaya;Erevanskaya;62
Moscowskaya;Erevanskaya;54
Nizhegorodskaya;Erevanskaya;19
Novgorodskaya;Erevanskaya;15
Olonetskaya;Erevanskaya;8
Orenburgskaya;Erevanskaya;10
Orlovskaya;Erevanskaya;47
Penzenskaya;Erevanskaya;75
Permskaya;Erevanskaya;35
Podolskaya;Erevanskaya;155
Poltavskaya;Erevanskaya;396
Pskovskaya;Erevanskaya;10
Ryazanskaya;Erevanskaya;58
Samaraskaya;Erevanskaya;111
StPetersburgskaya;Erevanskaya;120
Saratovskaya;Erevanskaya;559
Simbirskaya;Erevanskaya;494
Smolenskaya;Erevanskaya;35
Tauridskaya;Erevanskaya;62
Tambovskaya;Erevanskaya;278
Tverskaya;Erevanskaya;17
Tulskaya;Erevanskaya;41
Ufimskaya;Erevanskaya;111
Kharkovskaya;Erevanskaya;725
Khersonskaya;Erevanskaya;98
Chernigovskaya;Erevanskaya;124
Estonskaya;Erevanskaya;60
Yaroslavskaya;Erevanskaya;13
Warsawskaya;Erevanskaya;40
Kaliszskaya;Erevanskaya;186
Kieleckaya;Erevanskaya;203
Lomzinskaya;Erevanskaya;167
Lublinskaya;Erevanskaya;199
Piotrkovskaya;Erevanskaya;72
Plockaya;Erevanskaya;358
Radomskaya;Erevanskaya;22
Suwalkskaya;Erevanskaya;28
Siedlcskaya;Erevanskaya;173
Bakinskaya;Erevanskaya;133
Dagestanskaya;Erevanskaya;143
Elisabethpolskaya;Erevanskaya;2500
Karsskaya;Erevanskaya;1134
Kubanskaya;Erevanskaya;2019
Kutaisskaya;Erevanskaya;340
Stavropolskaya;Erevanskaya;765
Terskaya;Erevanskaya;380
Tiflisskaya;Erevanskaya;2956
Cernomorskaya;Erevanskaya;14
Amurskaya;Erevanskaya;0
Eniseiskaya;Erevanskaya;2
Zabaikalskaya;Erevanskaya;1
Irkutskaya;Erevanskaya;3
Primorskaya;Erevanskaya;7
Sakhalin;Erevanskaya;2
Tobolskaya;Erevanskaya;198
Tomskaya;Erevanskaya;8
Yakutskaya;Erevanskaya;3
Akmolinskaya;Erevanskaya;7
Zakaspiyskaya;Erevanskaya;4
Samarkandskaya;Erevanskaya;4
Semipalatinskaya;Erevanskaya;6
Semirechenskaya;Erevanskaya;1
SyrDaryinskaya;Erevanskaya;3
Turgayskaya;Erevanskaya;0
Uralskaya;Erevanskaya;4
Ferganskaya;Erevanskaya;1
Arkhangelskaya;Estonskaya;377
Astrakhanskaya;Estonskaya;112
Bessarabskaya;Estonskaya;12
Vilenskaya;Estonskaya;112
Vitebskaya;Estonskaya;453
Vladimirskaya;Estonskaya;63
Vologodskaya;Estonskaya;161
Volhynskaya;Estonskaya;23
Voronezhskaya;Estonskaya;23
Viatskaya;Estonskaya;106
Grodnenskaya;Estonskaya;129
VojskaDonskogo;Estonskaya;80
Ekaterinoslavskaya;Estonskaya;36
Kazanskaya;Estonskaya;66
Kalugskaya;Estonskaya;85
Kievskaya;Estonskaya;142
Kovenskaya;Estonskaya;272
Kostromskaya;Estonskaya;81
Kurlandskaya;Estonskaya;491
Kurskaya;Estonskaya;141
Liflyandskaya;Estonskaya;18086
Minskaya;Estonskaya;135
Mogilevskaya;Estonskaya;1254
Moscowskaya;Estonskaya;302
Nizhegorodskaya;Estonskaya;112
Novgorodskaya;Estonskaya;653
Olonetskaya;Estonskaya;106
Orenburgskaya;Estonskaya;14
Orlovskaya;Estonskaya;71
Penzenskaya;Estonskaya;33
Permskaya;Estonskaya;29
Podolskaya;Estonskaya;29
Poltavskaya;Estonskaya;177
Pskovskaya;Estonskaya;716
Ryazanskaya;Estonskaya;123
Samaraskaya;Estonskaya;82
StPetersburgskaya;Estonskaya;7182
Saratovskaya;Estonskaya;88
Simbirskaya;Estonskaya;271
Smolenskaya;Estonskaya;357
Tauridskaya;Estonskaya;27
Tambovskaya;Estonskaya;64
Tverskaya;Estonskaya;381
Tulskaya;Estonskaya;45
Ufimskaya;Estonskaya;21
Kharkovskaya;Estonskaya;49
Khersonskaya;Estonskaya;51
Chernigovskaya;Estonskaya;96
Yaroslavskaya;Estonskaya;398
Warsawskaya;Estonskaya;171
Kaliszskaya;Estonskaya;22
Kieleckaya;Estonskaya;15
Lomzinskaya;Estonskaya;629
Lublinskaya;Estonskaya;45
Piotrkovskaya;Estonskaya;33
Plockaya;Estonskaya;41
Radomskaya;Estonskaya;10
Suwalkskaya;Estonskaya;134
Siedlcskaya;Estonskaya;10
Bakinskaya;Estonskaya;6
Dagestanskaya;Estonskaya;1
Elisabethpolskaya;Estonskaya;0
Karsskaya;Estonskaya;1
Kubanskaya;Estonskaya;6
Kutaisskaya;Estonskaya;3
Stavropolskaya;Estonskaya;13
Terskaya;Estonskaya;4
Tiflisskaya;Estonskaya;9
Cernomorskaya;Estonskaya;0
Erevanskaya;Estonskaya;2
Amurskaya;Estonskaya;2
Eniseiskaya;Estonskaya;4
Zabaikalskaya;Estonskaya;1
Irkutskaya;Estonskaya;4
Primorskaya;Estonskaya;11
Sakhalin;Estonskaya;1
Tobolskaya;Estonskaya;5
Tomskaya;Estonskaya;5
Yakutskaya;Estonskaya;0
Akmolinskaya;Estonskaya;0
Zakaspiyskaya;Estonskaya;1
Samarkandskaya;Estonskaya;0
Semipalatinskaya;Estonskaya;0
Semirechenskaya;Estonskaya;1
SyrDaryinskaya;Estonskaya;6
Turgayskaya;Estonskaya;5
Uralskaya;Estonskaya;1
Ferganskaya;Estonskaya;2
Arkhangelskaya;Ferganskaya;9
Astrakhanskaya;Ferganskaya;33
Bessarabskaya;Ferganskaya;12
Vilenskaya;Ferganskaya;36
Vitebskaya;Ferganskaya;40
Vladimirskaya;Ferganskaya;63
Vologodskaya;Ferganskaya;16
Volhynskaya;Ferganskaya;244
Voronezhskaya;Ferganskaya;941
Viatskaya;Ferganskaya;134
Grodnenskaya;Ferganskaya;36
VojskaDonskogo;Ferganskaya;58
Ekaterinoslavskaya;Ferganskaya;33
Kazanskaya;Ferganskaya;129
Kalugskaya;Ferganskaya;37
Kievskaya;Ferganskaya;313
Kovenskaya;Ferganskaya;38
Kostromskaya;Ferganskaya;26
Kurlandskaya;Ferganskaya;24
Kurskaya;Ferganskaya;33
Liflyandskaya;Ferganskaya;18
Minskaya;Ferganskaya;32
Mogilevskaya;Ferganskaya;39
Moscowskaya;Ferganskaya;143
Nizhegorodskaya;Ferganskaya;49
Novgorodskaya;Ferganskaya;22
Olonetskaya;Ferganskaya;4
Orenburgskaya;Ferganskaya;1176
Orlovskaya;Ferganskaya;48
Penzenskaya;Ferganskaya;48
Permskaya;Ferganskaya;867
Podolskaya;Ferganskaya;662
Poltavskaya;Ferganskaya;286
Pskovskaya;Ferganskaya;13
Ryazanskaya;Ferganskaya;50
Samaraskaya;Ferganskaya;155
StPetersburgskaya;Ferganskaya;120
Saratovskaya;Ferganskaya;1491
Simbirskaya;Ferganskaya;120
Smolenskaya;Ferganskaya;25
Tauridskaya;Ferganskaya;27
Tambovskaya;Ferganskaya;111
Tverskaya;Ferganskaya;35
Tulskaya;Ferganskaya;37
Ufimskaya;Ferganskaya;113
Kharkovskaya;Ferganskaya;280
Khersonskaya;Ferganskaya;27
Chernigovskaya;Ferganskaya;37
Estonskaya;Ferganskaya;3
Yaroslavskaya;Ferganskaya;16
Warsawskaya;Ferganskaya;35
Kaliszskaya;Ferganskaya;258
Kieleckaya;Ferganskaya;344
Lomzinskaya;Ferganskaya;7
Lublinskaya;Ferganskaya;11
Piotrkovskaya;Ferganskaya;1166
Plockaya;Ferganskaya;16
Radomskaya;Ferganskaya;16
Suwalkskaya;Ferganskaya;9
Siedlcskaya;Ferganskaya;5
Bakinskaya;Ferganskaya;11
Dagestanskaya;Ferganskaya;12
Elisabethpolskaya;Ferganskaya;144
Karsskaya;Ferganskaya;4
Kubanskaya;Ferganskaya;8
Kutaisskaya;Ferganskaya;15
Stavropolskaya;Ferganskaya;10
Terskaya;Ferganskaya;19
Tiflisskaya;Ferganskaya;30
Cernomorskaya;Ferganskaya;2
Erevanskaya;Ferganskaya;20
Amurskaya;Ferganskaya;1
Eniseiskaya;Ferganskaya;13
Zabaikalskaya;Ferganskaya;4
Irkutskaya;Ferganskaya;8
Primorskaya;Ferganskaya;10
Sakhalin;Ferganskaya;0
Tobolskaya;Ferganskaya;129
Tomskaya;Ferganskaya;48
Yakutskaya;Ferganskaya;3
Akmolinskaya;Ferganskaya;145
Zakaspiyskaya;Ferganskaya;9
Samarkandskaya;Ferganskaya;299
Semipalatinskaya;Ferganskaya;41
Semirechenskaya;Ferganskaya;120
SyrDaryinskaya;Ferganskaya;750
Turgayskaya;Ferganskaya;12
Uralskaya;Ferganskaya;11
Arkhangelskaya;Grodnenskaya;56
Astrakhanskaya;Grodnenskaya;104
Bessarabskaya;Grodnenskaya;783
Vilenskaya;Grodnenskaya;8745
Vitebskaya;Grodnenskaya;2271
Vladimirskaya;Grodnenskaya;2251
Vologodskaya;Grodnenskaya;3839
Volhynskaya;Grodnenskaya;6647
Voronezhskaya;Grodnenskaya;231
Viatskaya;Grodnenskaya;585
VojskaDonskogo;Grodnenskaya;501
Ekaterinoslavskaya;Grodnenskaya;128
Kazanskaya;Grodnenskaya;5433
Kalugskaya;Grodnenskaya;740
Kievskaya;Grodnenskaya;1886
Kovenskaya;Grodnenskaya;1607
Kostromskaya;Grodnenskaya;276
Kurlandskaya;Grodnenskaya;385
Kurskaya;Grodnenskaya;918
Liflyandskaya;Grodnenskaya;744
Minskaya;Grodnenskaya;10065
Mogilevskaya;Grodnenskaya;1948
Moscowskaya;Grodnenskaya;905
Nizhegorodskaya;Grodnenskaya;1386
Novgorodskaya;Grodnenskaya;1696
Olonetskaya;Grodnenskaya;39
Orenburgskaya;Grodnenskaya;94
Orlovskaya;Grodnenskaya;581
Penzenskaya;Grodnenskaya;3553
Permskaya;Grodnenskaya;355
Podolskaya;Grodnenskaya;798
Poltavskaya;Grodnenskaya;374
Pskovskaya;Grodnenskaya;401
Ryazanskaya;Grodnenskaya;796
Samaraskaya;Grodnenskaya;702
StPetersburgskaya;Grodnenskaya;1075
Saratovskaya;Grodnenskaya;914
Simbirskaya;Grodnenskaya;2961
Smolenskaya;Grodnenskaya;1496
Tauridskaya;Grodnenskaya;117
Tambovskaya;Grodnenskaya;1108
Tverskaya;Grodnenskaya;5902
Tulskaya;Grodnenskaya;358
Ufimskaya;Grodnenskaya;256
Kharkovskaya;Grodnenskaya;1438
Khersonskaya;Grodnenskaya;654
Chernigovskaya;Grodnenskaya;1327
Estonskaya;Grodnenskaya;143
Yaroslavskaya;Grodnenskaya;1764
Warsawskaya;Grodnenskaya;2806
Kaliszskaya;Grodnenskaya;827
Kieleckaya;Grodnenskaya;325
Lomzinskaya;Grodnenskaya;8266
Lublinskaya;Grodnenskaya;1095
Piotrkovskaya;Grodnenskaya;990
Plockaya;Grodnenskaya;641
Radomskaya;Grodnenskaya;549
Suwalkskaya;Grodnenskaya;4805
Siedlcskaya;Grodnenskaya;6867
Bakinskaya;Grodnenskaya;27
Dagestanskaya;Grodnenskaya;27
Elisabethpolskaya;Grodnenskaya;25
Karsskaya;Grodnenskaya;44
Kubanskaya;Grodnenskaya;66
Kutaisskaya;Grodnenskaya;121
Stavropolskaya;Grodnenskaya;92
Terskaya;Grodnenskaya;121
Tiflisskaya;Grodnenskaya;157
Cernomorskaya;Grodnenskaya;6
Erevanskaya;Grodnenskaya;14
Amurskaya;Grodnenskaya;3
Eniseiskaya;Grodnenskaya;13
Zabaikalskaya;Grodnenskaya;6
Irkutskaya;Grodnenskaya;17
Primorskaya;Grodnenskaya;18
Sakhalin;Grodnenskaya;0
Tobolskaya;Grodnenskaya;41
Tomskaya;Grodnenskaya;36
Yakutskaya;Grodnenskaya;10
Akmolinskaya;Grodnenskaya;9
Zakaspiyskaya;Grodnenskaya;5
Samarkandskaya;Grodnenskaya;2
Semipalatinskaya;Grodnenskaya;3
Semirechenskaya;Grodnenskaya;2
SyrDaryinskaya;Grodnenskaya;13
Turgayskaya;Grodnenskaya;1
Uralskaya;Grodnenskaya;9
Ferganskaya;Grodnenskaya;2
Arkhangelskaya;Irkutskaya;137
Astrakhanskaya;Irkutskaya;290
Bessarabskaya;Irkutskaya;485
Vilenskaya;Irkutskaya;774
Vitebskaya;Irkutskaya;869
Vladimirskaya;Irkutskaya;1255
Vologodskaya;Irkutskaya;519
Volhynskaya;Irkutskaya;796
Voronezhskaya;Irkutskaya;994
Viatskaya;Irkutskaya;3009
Grodnenskaya;Irkutskaya;560
VojskaDonskogo;Irkutskaya;727
Ekaterinoslavskaya;Irkutskaya;569
Kazanskaya;Irkutskaya;1591
Kalugskaya;Irkutskaya;832
